"","datetime","pageNum","product_id","product","price","area","tag","reviewCount","producer_id","producer","hasGAP","hasOrganic","hasNoPesticide","hasJAS"
"52",2022-10-24 16:35:57,1,43710,"【淡路島　和田農園】＊10kg＊数量限定＊訳ありお試し用＊淡路島産玉ねぎ",2600,"兵庫県南あわじ市","農薬節約栽培            ",171,20272,"和田農園","no_GAP","no_Organic","no_NoPesticide","noJAS"
"53",2022-10-24 16:35:57,1,159686,"初回限定お試しセット
浅間ファーマーズ朝摘み野菜",1480,"長野県北佐久郡御代田町馬瀬口","農薬化学肥料不使用            ",4,26272,"浅間ファーマーズ","no_GAP","no_Organic","no_NoPesticide","noJAS"
"54",2022-10-24 16:35:57,1,109704,"★1kg★　大粒の生落花生　おおまさり",1800,"千葉県匝瑳市","慣行栽培            ",5,25107,"しばちば農園","no_GAP","no_Organic","no_NoPesticide","noJAS"
"55",2022-10-24 16:35:57,1,19236,"☆訳アリ☆『陽の香り』４キロ箱満杯詰め　長野の自然が育てた恵　桃太郎トマト",1980,"長野県中野市","慣行栽培            ",197,21241,"フレッシュファクトリー","no_GAP","no_Organic","no_NoPesticide","noJAS"
"56",2022-10-24 16:35:57,1,91065,"【食べ比べ】香り豊かな信州きのこ5種詰め合わせ【栽培期間中農薬不使用】",2160,"長野県上田市","農薬化学肥料不使用            ",63,24325,"宮澤きのこ園","no_GAP","no_Organic","NoPesticide","noJAS"
"57",2022-10-24 16:35:57,1,79985,"今期最後の再販！【500ｇ×4袋2kg】本場！丹波篠山の黒枝豆",3400,"兵庫県丹波篠山市","慣行栽培            ",0,23839,"耕しや","no_GAP","no_Organic","no_NoPesticide","noJAS"
"58",2022-10-24 16:35:57,1,163779,"訳ありフルーツにんじんアロマレッド5kg【特別栽培】",500,"北海道河東郡音更町","農薬節約栽培            ",6,25370,"とかち河田ファーム","no_GAP","no_Organic","no_NoPesticide","noJAS"
"59",2022-10-24 16:35:57,1,61595,"【10日分の野菜！】旬の野菜セット９～１１品【農薬・化学肥料不使用】",2780,"千葉県千葉市若葉区","農薬化学肥料不使用            ",44,23095,"有機農園ベジカン","no_GAP","no_Organic","no_NoPesticide","noJAS"
"60",2022-10-24 16:35:57,1,157790,"【40%割引中】高知県産ハウスの新生姜　4kg",1788,"高知県土佐清水市","農薬節約栽培            ",10,25423,"坂本直幸","no_GAP","no_Organic","no_NoPesticide","noJAS"
"61",2022-10-24 16:35:57,1,67848,"【淡路島より旬をお届け】お任せ野菜セットSサイズ",2295,"兵庫県淡路市","農薬節約栽培            ",183,20554,"淡路島ほっこりファーム","no_GAP","no_Organic","no_NoPesticide","noJAS"
"62",2022-10-24 16:35:57,1,10623,"Sサイズ＊旬野菜セット(約6~7品)【農薬：栽培期間中不使用】",2240,"千葉県我孫子市","農薬化学肥料不使用            ",565,73,"ベジLIFE!!","no_GAP","no_Organic","no_NoPesticide","noJAS"
"63",2022-10-24 16:35:57,1,80820,"<U+0001F250>ネバネバたっぷり！石垣島産バラエティオクラ　量少なめ（約750g）小さいのや、大きいのや、太いのや、色々なオクラの詰め合わせ<U+203C><U+FE0F>",1350,"沖縄県石垣市","農薬節約栽培            ",91,22455,"砂川農場","no_GAP","no_Organic","no_NoPesticide","noJAS"
"64",2022-10-24 16:35:57,1,161952,"【家計応援キャンペーン!!】見た目も可愛い♪カラフルミニトマト《合計2kg》",2000,"栃木県宇都宮市","農薬化学肥料不使用            ",30,21114,"フジワラアグリコルトゥーラ","no_GAP","no_Organic","no_NoPesticide","noJAS"
"65",2022-10-24 16:35:57,1,164858,"【ゆでたらおいしい”生“落花生】八街産どろ付き”おおまさり“【1kg】",1877,"千葉県八街市","慣行栽培            ",6,26865,"アグリヨシノ","no_GAP","no_Organic","no_NoPesticide","noJAS"
"66",2022-10-24 16:35:57,1,156475,"【京都府産】旬のこだわり野菜セット　（５品）",1300,"京都府亀岡市馬路町","農薬化学肥料不使用            ",4,27218,"めぐる農園","no_GAP","no_Organic","no_NoPesticide","noJAS"
"67",2022-10-24 16:35:57,1,117706,"【TBSNスタで紹介！】【紅はるか】上品な甘さにしっとりした食感が美味しい深作農園のさつまいも（うすく土付き）【フリーサイズ】【5kg】",2480,"茨城県鉾田市","農薬節約栽培            ",5,24266,"深作農園","no_GAP","no_Organic","no_NoPesticide","noJAS"
"68",2022-10-24 16:35:57,1,54245,"甘い！！茎ブロッコリー（スティックセニョール）1kg",2000,"山形県米沢市","農薬節約栽培            ",84,22258,"nouen成","no_GAP","no_Organic","no_NoPesticide","noJAS"
"69",2022-10-24 16:35:57,1,78439,"【期間限定】やみつきになる旨さ！けいちゃんの丹波黒枝豆（莢）（1.5kg）",2820,"兵庫県多可郡多可町","農薬節約栽培            ",1,23755,"七代目藤岡農場","no_GAP","no_Organic","no_NoPesticide","noJAS"
"70",2022-10-24 16:35:57,1,152170,"【栽培期間中農薬不使用！】玉ねぎ　60サイズ箱いっぱい！",1200,"兵庫県神崎郡市川町上瀬加","自然栽培            ",7,25717,"かみせか農園","no_GAP","no_Organic","NoPesticide","noJAS"
"71",2022-10-24 16:35:57,1,71226,"毎日食べたい♪北海道産玉ねぎ5kg～　特別栽培",900,"北海道夕張郡","農薬節約栽培            ",11,23496,"井澤農園","no_GAP","no_Organic","no_NoPesticide","noJAS"
"72",2022-10-24 16:35:57,1,166150,"【予約販売】訳あり紅はるか５kg",2000,"奈良県磯城郡田原本町","農薬化学肥料不使用            ",7,27256,"森真子","no_GAP","no_Organic","no_NoPesticide","noJAS"
"73",2022-10-24 16:35:57,1,52964,"【10月出荷予約開始】大サヤ黒大豆枝豆２㎏お徳用（丹波種）１㎏では足りない、お二人で小分けという方にお勧め。収獲翌日にお届け、土の香りが残るほどの鮮度をお楽しみください。",3680,"岡山県勝田郡勝央町","農薬節約栽培            ",17,20779,"廣幡農園","no_GAP","no_Organic","no_NoPesticide","noJAS"
"74",2022-10-24 16:35:57,1,109090,"【予約商品】ぎゅっと詰まった採れたて丹波黒枝豆　無選別1キロ",1250,"岡山県倉敷市","農薬化学肥料不使用            ",5,23002,"ななまるfarm","no_GAP","no_Organic","no_NoPesticide","noJAS"
"75",2022-10-24 16:35:57,1,44863,"絶品！とろける里芋【とろりん】1.8kg土付き",2300,"愛知県碧南市","農薬節約栽培            ",57,21545,"はらぺこ畑　杉正農園","no_GAP","no_Organic","no_NoPesticide","noJAS"
"76",2022-10-24 16:35:57,1,170500,"【訳あり1kg以上】丹波篠山黒枝豆・さや枝豆箱いっぱいてんこ盛りでお届けします",980,"兵庫県丹波篠山市","農薬節約栽培            ",2,20037,"丹波篠山ひなたファーム","no_GAP","no_Organic","no_NoPesticide","noJAS"
"77",2022-10-24 16:35:57,1,108974,"【食べくらべ】さつまいもセット約5kg（サイズ無選別）",3000,"岐阜県中津川市","農薬節約栽培            ",7,20182,"Koikelab.-creativeoffice-","no_GAP","no_Organic","no_NoPesticide","noJAS"
"78",2022-10-24 16:35:57,1,169844,"【夜市限定】ビールのおつまみにどうぞ！”茹でらっか”専用落花生「おおまさり1kg」",1800,"千葉県八街市","農薬節約栽培            ",1,20940,"グリーンファーム落合","no_GAP","no_Organic","no_NoPesticide","noJAS"
"79",2022-10-24 16:35:57,1,18623,"【お陰様でリピーター様多数！】淡路島玉ねぎ「中生種」　１０kg　特別栽培　ひょうご安心ブランド認証取得",3380,"兵庫県南あわじ市","農薬節約栽培            ",135,20187,"ケンちゃんファーム","no_GAP","no_Organic","no_NoPesticide","noJAS"
"80",2022-10-24 16:35:57,1,156217,"北杜市八ヶ岳南麓産！農薬化学肥料不使用の玉ねぎ5キロ",1500,"山梨県北杜市","農薬化学肥料不使用            ",4,24920,"みのるfarm","no_GAP","no_Organic","no_NoPesticide","noJAS"
"81",2022-10-24 16:35:57,1,160705,"【訳あり】最高糖度22.0度！希少品種の極甘白いとうもろこし9本",2400,"鹿児島県阿久根市","慣行栽培            ",0,23676,"うとさんち","no_GAP","no_Organic","no_NoPesticide","noJAS"
"82",2022-10-24 16:35:57,1,164125,"広島県産　ビーツ　1kg（標準6個）",750,"広島県東広島市志和町","慣行栽培            ",0,27539,"LOVE&BEETS","no_GAP","no_Organic","no_NoPesticide","noJAS"
"83",2022-10-24 16:35:57,1,12565,"カーリーケール1kg",1400,"長野県飯山市","農薬節約栽培            ",46,20152,"岡忠農園","no_GAP","no_Organic","no_NoPesticide","noJAS"
"84",2022-10-24 16:35:57,1,139201,"青森県産（新物）にんにくバラ500gホワイト六片",1188,"青森県五所川原市","農薬節約栽培            ",41,26545,"にんにく農園グリーンハンズ","no_GAP","no_Organic","no_NoPesticide","noJAS"
"85",2022-10-24 16:35:57,1,160445,"希少！国産青唐辛子300g　新鮮だから果汁たっぷりのジューシーな一品です。料理に刻んで混ぜるだけ！",900,"広島県廿日市市","農薬化学肥料不使用            ",2,27306,"すずきエスニックファーム","no_GAP","no_Organic","no_NoPesticide","noJAS"
"86",2022-10-24 16:35:57,1,78257,"【期間限定】やみつきになる旨さ！けいちゃんの丹波黒枝豆（莢）（500g）",980,"兵庫県多可郡多可町","農薬節約栽培            ",2,23755,"七代目藤岡農場","no_GAP","no_Organic","no_NoPesticide","noJAS"
"87",2022-10-24 16:35:57,1,125409,"モヤモヤさまぁーずで紹介された、甘ーい<U+2665>深谷ネギ！冬葱泥付　4ｋｇオーバー！",1980,"埼玉県深谷市","慣行栽培            ",11,22016,"花園ファームR","no_GAP","no_Organic","no_NoPesticide","noJAS"
"88",2022-10-24 16:35:57,1,52949,"【10月出荷予約開始】大サヤ黒大豆枝豆1㎏（丹波種）収獲翌日にお届け、土の香りが残るほどの鮮度をお楽しみください。",1980,"岡山県勝田郡勝央町","農薬節約栽培            ",14,20779,"廣幡農園","no_GAP","no_Organic","no_NoPesticide","noJAS"
"89",2022-10-24 16:35:57,1,157794,"【40%割引中】高知県産ハウスの新生姜　1kg",462,"高知県土佐清水市","農薬節約栽培            ",10,25423,"坂本直幸","no_GAP","no_Organic","no_NoPesticide","noJAS"
"90",2022-10-24 16:35:57,1,170127,"～春夏秋冬～秋のトマトも楽しみましょう！ぜいたくトマト《夏秋の陣》",1800,"兵庫県加古郡稲美町","慣行栽培            ",2,23397,"とまとや中村阮","no_GAP","no_Organic","no_NoPesticide","noJAS"
"91",2022-10-24 16:35:57,1,114840,"新鮮とれたて！シシリアンルージュ【3㎏】",3400,"千葉県八街市","農薬節約栽培            ",17,21276,"げんき農場","no_GAP","no_Organic","no_NoPesticide","noJAS"
"92",2022-10-24 16:35:57,1,139220,"「はねだし」でも充分美味しい紅はるか！5kg",1598,"千葉県香取市","慣行栽培            ",5,25460,"髙木貞一","no_GAP","no_Organic","no_NoPesticide","noJAS"
"93",2022-10-24 16:35:57,1,167216,"白いお芋！ホクホクとした栗のようなサツマイモ(4.5㎏)黄金千貫(こがねせんがん)",2000,"鹿児島県鹿屋市","慣行栽培            ",1,26363,"ファーム薬師//薬師牛","no_GAP","no_Organic","no_NoPesticide","noJAS"
"94",2022-10-24 16:35:57,1,99006,"【家計応援キャンペーン!!】甘みと酸味のバランスが抜群!!ミニトマト【1kg】",1000,"栃木県宇都宮市","農薬化学肥料不使用            ",31,21114,"フジワラアグリコルトゥーラ","no_GAP","no_Organic","no_NoPesticide","noJAS"
"95",2022-10-24 16:35:57,1,50178,"☆訳アリ☆『陽の香り』2キロ箱満杯詰め　長野の自然が育てた恵　桃太郎トマト",1090,"長野県中野市","慣行栽培            ",100,21241,"フレッシュファクトリー","no_GAP","no_Organic","no_NoPesticide","noJAS"
"96",2022-10-24 16:35:57,1,137774,"その日に採れた分だけその日に発送!!朝採れカラフルミニトマト　3㎏",3000,"宮崎県東臼杵郡","慣行栽培            ",21,26491,"K.TFarm","no_GAP","no_Organic","no_NoPesticide","noJAS"
"97",2022-10-24 16:35:57,1,50177,"『陽の香り』２キロ箱満杯詰め　長野の自然が育てた恵　桃太郎トマト",1300,"長野県中野市","慣行栽培            ",53,21241,"フレッシュファクトリー","no_GAP","no_Organic","no_NoPesticide","noJAS"
"98",2022-10-24 16:35:57,1,145206,"【朝市限定】【淡路島玉ねぎ堪能セット】淡路島玉ねぎ2.5kg＆オリジナル玉ねぎドレッシング",1300,"兵庫県南あわじ市","農薬節約栽培            ",33,23929,"河西青果","no_GAP","no_Organic","no_NoPesticide","noJAS"
"99",2022-10-24 16:35:57,1,73189,"《日テレ　ヒルナンデスで紹介！》蔵出し紅はるかの平干し芋（2kg）【リピーター続出】ねっとり甘い自然のスイーツ！",5900,"茨城県ひたちなか市","農薬節約栽培            ",42,22683,"二川農園","no_GAP","no_Organic","no_NoPesticide","noJAS"
"100",2022-10-24 16:35:57,1,165101,"【完熟】丹波篠山産黒枝豆500g（10月25日発送開始・さやのみ・小分け）",1500,"兵庫県丹波篠山市川北新田","農薬節約栽培            ",0,27514,"丹波篠山ここいろ農園","no_GAP","no_Organic","no_NoPesticide","noJAS"
"101",2022-10-24 16:36:03,2,108972,"【食べくらべ】さつまいもセット約2kg（サイズ無選別）",1480,"岐阜県中津川市","農薬節約栽培            ",6,20182,"Koikelab.-creativeoffice-","no_GAP","no_Organic","no_NoPesticide","noJAS"
"102",2022-10-24 16:36:03,2,43692,"【淡路島　和田農園】＊５kg＊数量限定＊訳ありお試し用＊淡路島産玉ねぎ",1300,"兵庫県南あわじ市","農薬節約栽培            ",165,20272,"和田農園","no_GAP","no_Organic","no_NoPesticide","noJAS"
"103",2022-10-24 16:36:03,2,165102,"【完熟】丹波篠山産黒枝豆１kg小分（10月25発送開始・さやのみ）",3000,"兵庫県丹波篠山市川北新田","農薬節約栽培            ",0,27514,"丹波篠山ここいろ農園","no_GAP","no_Organic","no_NoPesticide","noJAS"
"104",2022-10-24 16:36:03,2,109788,"【10月だけの限定！】「食べる宝石」ほおずき500g（およそ45粒前後）",3400,"長野県佐久市","農薬節約栽培            ",9,20124,"百笑農房","no_GAP","no_Organic","no_NoPesticide","noJAS"
